repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
hardcpp/BeatSaberPlus,30,"Fix Note Tweaker: Override dot color | The dot override color was being shown in the preview but had no effect in game.This seems to fix it, although I don't fully understand the code, not sure if it causes any side effects.The dot glow intensity slider still doesn't seem to do anything (unless set to 0), but I don't know how to fix it.See https://discord.com/channels/723117082111246416/1210857445090402314/1210857445090402314",C5,IC,L3,RLM,Improper Operation
harfang3d/car-simulator,27,Cars spawning inside others | ![image](https://user-images.githubusercontent.com/91607630/210339497-815158e1-0f90-4223-bdb2-2467abe25d41.png),C5,SD,L4,UPF,
hlrs-vis/covise,102,Fixed broken region selection. Works again | Selection of subregions was broken due to external code changes.Now work again.,C5,AF,L3,GCE,Integer Overflow
icosa-foundation/open-brush,5,Disable bloom on Oculus Quest | This got rid of the glitchy black square in the middle of the screen.,C5,RA,L5,TDI,
icosa-foundation/open-brush,89,"Several fixes for monoscopic mode | In monoscopic mode, if you delete something you latch into that mode and can't escape. This fixes the modal exit.Also fixes loading issue with scene caching.**Note: you must have experimental build for monoscopic to work.**Tested on Win10.",C5,VF,L5,IIV,
icosa-foundation/open-brush,97,"Fix empty m_WidgetRenderers on cloned StencilWidget | Fixes https://github.com/icosa-gallery/open-brush/issues/73Took me a long time to wrap my head around how selection/deselection actually works.Turns out, after duplication and deselection, the widget does become deselected, as in it's removed from `m_SelectedWidgets` in `SelectionManager`. The reason is it looks selected is we don't clear the `SELECTION_ON` keyword from the shader attached to the `StencilSurface` - seems like the renderers ar",C5,SD,L4,RLM,Improper Operation
icosa-foundation/open-brush,190,Alter progress shader for OB logo | The shader displaying the loading progress was designed specifically for the Tilt Brush logo. However this doesn't work with the Open Brush logo. The shader has been simplified to work better with the Open Brush logo.Before:![image](https://user-images.githubusercontent.com/9121007/139596294-7d5c675b-a7ed-4481-b259-03daf86e3e03.png)After:![image](https://user-images.githubusercontent.com/9121007/139596308-e0a17e07-e668-4ae1-933c-09257f596aa3.png),C5,AF,L3,GCE,Incorrect Calculation
icosa-foundation/open-brush,271,Transforming the canvas broke when there was more than one layer and … | …the activate canvas wasn't the default one.,C5,SD,L3,ICFM,Scope Mismatch
icosa-foundation/open-brush,287,Correct color picker visual from gamma to linear | Performs a gamma to linear conversion of the palette on the color picker panel.I've moved the color space changes from Brush.cginc to their own file to prevent cyclical redefinition.Thanks to @ZandyXR for flagging the issue!,C5,AF,L3,TDI,
icosa-foundation/open-brush,301,"Fix bug with snap rotation on rotated canvas. | Steps to reproduce:1. Set snap angle to 452. Import Andy model3. Grab rotate the canvas so Andy is facing away from you4. Try and rotate AndyPrior to this fix, rotations around x and z axes were reversed.",C5,VF,L4,GCE,Incorrect Calculation
icosa-foundation/open-brush,323,Layers panel wasn't being initialized at the right times. | Opening a new sketch didn't set layer widgets up correctly.,C5,IC,L3,ICFM,Pipeline Misordering
icosa-foundation/open-brush,393,"Launch fixes | Fix advanced panel's half height, will snap properly now.Fix camera switching on vive wands. a bit hacky but it's pretty annoying!",C5,SD,L3,ICFM,Pipeline Misordering
icosa-foundation/open-brush,420,"Wrong depth buffer is submitted to OpenXR | Looking at a render with RenderDoc, Open Brush is submitting the wrong depth buffer to the OpenXR runtime. Instead of submitting the actual depth buffer, it is submitting one with only the VR occlusion mask drawn. It also doesn't use the occlusion mask in the main render pass. Instead it is drawn in a separate render pass onto a copy of the finished frame, which is then discarded.Open Brush version: 2.1.0 Steam releaseOS: Windows 10VR headset: Valve In",C5,VF,L5,TDI,
icosa-foundation/open-brush,427,"Temporarily disable snap grab icon | In #200 the snapping panel was introduced, which gives much finer control over snapping angles.This results in the quick snap button on the controller no longer functioning, however it's visuals still appeared on the controller model.This is a quick fix to prevent users getting confused.(The tutorial regarding this interaction will be removed in #419)",C5,IC,L3,ICFM,Scope Mismatch
icosa-foundation/open-brush,457,Hotfix/widget layers offby1 | Layers weren't being created correctly on scene load. Only affected layers with widgets and no brush strokes (layer creation for strokes was correctly handled elsewhere)Discord discussion: https://discord.com/channels/783806589991780412/804251629993197618/1108819298283176077,C5,SD,L4,ICFM,Scope Mismatch
icosa-foundation/open-brush,467,Keyboard code improvements and bug fixes | 1. KeyboardPopUpWindow shouldn't have code specific to renaming as it's meant to be generic for all uses of the keyboard.2. Pretty sure this worked when I originally tested but the sketchbook didn't seem to be adding the renamed sketch back in. This fixes that also.,C5,AF,L3,ICFM,Pipeline Misordering
icosa-foundation/open-brush,472,Fix: Can't switch back to brush if selection tool picked immediately on launch | If you switched to selection tool then you couldn't switch back to brush because of an NREFollowup to #409 ,C5,IC,L3,IIV,
icosa-foundation/open-brush,480,Hotfix/selection snapping bugs | 1. Reference images and videos used 1-sided shaders. That might have made sense in the past but that results in unexpected results when duplicating with multimirror so I think it's time to change that2. Snapping was broken because we fixed a UI bug in one branch but didn't update the snapping logic,C5,SD,L3,ICFM,Scope Mismatch
icosa-foundation/open-brush,487,"Fix selection bug after cloning to multimirrors | 1. Turn on multimirror2. Add a 3d model to the scene3. With the selection tool select the model 4. Clone it whilst still holding it (""stamp mode"")Previously the newly cloned models couldn't be selected unless you messed around (invert selection followed by deselect seemed to fix it).",C5,IC,L1,ICFM,Pipeline Misordering
icosa-foundation/open-brush,504,"fix selection tray collider | Fix an issue with the selection tray prefab, seems to have been damaged somehow.",C5,AF,L4,IAC,
icosa-foundation/open-brush,529,Don't overwrite user colour unless we're in multimirror mode | Colour jitter for normal painting is currently not working at all in the beta due to the colour choice being overwritten by the colours set in the multimirror panel.This fixes that issue.,C5,AF,L3,IIV,
icosa-foundation/open-brush,569,Quest panel UI fixes | 1. Scripts panel button was offset2. Camera paths is partially supported on Quest after #544 but panel was still hidden,C5,SD,L3,RLM,Improper Operation
icosa-foundation/open-brush,582,Fix colours not being calculated when toggling multimirror. Cleanup some dead code | ,C5,AF,L5,ICFM,Pipeline Misordering
icosa-foundation/open-brush,680,Fix broken multimirror options popup. Hide Tiltosaurus button as it d… | 1. Fix broken multimirror options popup2. Hide Tiltosaurus button for now - It's not working and needs a bit of a rethink now we're using the nopeek UI for the Sketch Viewer,C5,AF,L3,ICFM,Pipeline Misordering
icosa-foundation/open-brush,685,"Workaround for PCVR depth submission | This is a partial fix for the issue discussed in #420 The issue was coming from RenderWrapper.cs, where an offscreen render texture is created so it can be reused and rescaled for performance when using the video recording tools. I'm not entirely sure why this is breaking our XR pipeline, as it appears the render texture is created properly.As a stopgap, we keep using the normal camera, but switch to the offscreen render during recording.This may be magical",C5,RA,L5,TDI,
icosa-foundation/open-brush,722,"Fix issue where images that are too large fail to load without any in… | The UI can still be changed, but currently it is using the TwoLine tooltip button description as suggested by Mike. So for images that are too large, it displays:""00001.pngImage too large to load""And for images that are valid it displays the same as previously:""00001.png""![a8598f3b06433b6702dae3cce21f6179](https://github.com/icosa-foundation/open-brush/assets/97628152/17d6ab1b-7fe6-434e-a837-f75e77e60d36)https://github.com/",C5,AF,L3,IIV,
icosa-foundation/open-brush,806,"Fix quality level bugs | 1. The default (Unity) quality level ""High Performance Desktop"" had a weird shadow artifact. It as especially visible in the Dress Form environment and appeared as a line on the ground where shadowing suddenly started/stopped. Increasing the shadow cascade setting by one notch seemed to fix it (two cascades instead of no cascades)2. The second (Open Brush) quality setting (so level 1 or 2 depending if you count from zero) was glitching out to all white. It seemed to happ",C5,RA,L4,IIV,
immersive-web/cardboard-vr-display,21,"Object added to Camera appear incorrectly positioned. | I am facing a problem with reticle display after upgrading to Polyfill 0.10.4.  The Reticle (added fixed position 1 unit in front of camera) appears shifted horizontally towards edges on both left and right viewport.  Because of this, while scene distortion is accurate, reticles appear duplicate.  I am unable to pinpoint the root cause of the problem.  If I roll back to polyfill 0.9.x the problem disappears.Screen Shots (Compare positions o",C1,VF,L5,GCE,Incorrect Calculation
immersive-web/cardboard-vr-display,42,"fix motion events detection for iOS 13.4, which are broken | This will fix [immersive-web/webxr-polyfill](https://github.com/immersive-web/webxr-polyfill/issues/137) and basically any app out there which uses that webxr-polyfill (including [the webxr-examples](https://github.com/immersive-web/webxr-samples) when apply the one another pre-grant permissions condition on iOS).This fix is needed because [devicemotion is broken in Safari for iOS 13.4](https://stackoverflow.com/questions/61339598/devi",C1,IC,L1,IAC,
immersive-web/webxr-input-profiles,127,Fix inverted thumbstick/touchpad x axis animation | A few of the new generic assets had the min/max values reversed for thumbstick and touchpad.  This PR contains the corrected models.,C1,AF,L1,ICFM,Pipeline Misordering
immersive-web/webxr-input-profiles,136,"Added a variety of backgrounds for the model viewer | These backgrounds show what the controllers look like in a variety oflighting conditions, which can help when debugging material issues.The previous lighting model (with one light directly below and one directlyabove) was causing some controllers to appear with a black seam downthe middle, which was causing me to think my normals had an issue whenreally it was just the lights. This change resolves that while simplylooking a bit nicer.",C1,AF,L4,UPF,
immersive-web/webxr-input-profiles,226,"Update default hand position | The default position of the hands was not correct.This has no effect if the hand model is used with joints but if an experience is using the hands as regular controller, they would be in the wrong location.We rotated the hands to their proper position and adjusted the offset so they overlay the user's actual hands.Thanks @intrepidolivia for helping me out!",C1,SD,L2,UPF,
immersive-web/webxr-input-profiles,232,"Fix PicoVR Neo3 controller models - Added removed nodes | Following the bug from #225Unpacked and repacked the PicoVR Neo3 models, this time keeping unused elements.Made sure to test it on different viewers, and made sure the relevant nodes are in the models, while the models are `alphaMode` `OPAQUE` and `doubleSided` `false`.",C1,AF,L4,RLM,Improper Operation
immersive-web/webxr-input-profiles,268,"FIX #267: Mx Ink target ray alignment | Partly fix of issue #267.In a previous version of the Quest Browser, the target ray would not align with the stylus. @cabanier is taking care of the necessary browser changes. This PR updates the Logitech MX Ink model to properly align it with both the real device and the fixed target ray.",C1,SD,L1,ICFM,Pipeline Misordering
immersive-web/webxr-input-profiles,273,"Update Yvr touch v2 Controller Model | I found that in [this webxr application](https://threejs.org/examples/?q=ball#webxr_xr_ballshooter), the controller model does not fit the actual controller. like this:![image](https://github.com/user-attachments/assets/c24bcec2-6c24-427c-87da-72dace5d83fb)So,I modified the initial rotation of the controller model.like this:![image](https://github.com/user-attachments/assets/75f762f6-f7e0-42db-b28c-b6ea3ed882a7)",C1,SD,L2,RLM,Improper Operation
ir-engine/etherealengine-archive,268,"Race condition on subscription page CSS | If you go to the Subscription Plans page via the menu (Log in > Subscribe), you get one set of CSS (with mismatched font, and no scrollbar).But if you refresh the page (or go to `/subscription/signup` directly), you get a different CSS (with a generic font, and with scrollbars).",C3,AF,L3,RLM,Improper Operation
ir-engine/etherealengine-archive,357,"Display user names on avatars in 2D | Display user names on avatars in 2DFriends, party and organization users have persistent name, other users will have their names appear when they are close for a while.Party users have blue name textGroup members have orange name textFriends have purple name text",C3,AF,L3,ICFM,Scope Mismatch
ir-engine/etherealengine-archive,812,Avatar selection - remove margin between buttons | ,C3,AF,L3,IIV,
ir-engine/etherealengine-archive,813,"Mobile - Avatar Selection - Show 2 across | Right now on mobile there is one column of images in avatar selection. Instead, we should have two columns, with each image taking 50% width.",C3,SD,L3,IAC,
ir-engine/etherealengine-archive,2873,"Full screen button does nothing on iOS | Hide the full screen button on iOS, where we can't fullscreen.",C3,IC,L3,ICFM,Scope Mismatch
ir-engine/etherealengine-archive,4804,"UI improvement in / route needed | - The resize button for describe your project  field doesn't work in safari browser. image#1- The resize shouldn't be allowed horizontally, should be allowed vertically in other browsers. image#2image#1<img width=""446"" alt=""Screenshot 2022-01-17 at 8 57 03 PM"" src=""https://user-images.githubusercontent.com/30355034/149802707-4e1a9112-04f1-4c9f-ac2a-7afd01b0377f.png"">image#2<img width=""562"" alt=""Screenshot 2022-01-17 at 8 58 56 PM"" src=""https://user-images.githu",C3,IC,L3,TDI,
ir-engine/etherealengine-archive,5574,"[Admin] the pagination count of groups in admin are wrong | <img width=""1405"" alt=""Screenshot 2022-03-29 at 2 04 49 PM"" src=""https://user-images.githubusercontent.com/30355034/160575936-31e27d93-d03b-4f48-9ba0-f7454b8fd2d3.png"">",C3,AF,L3,RLM,Improper Operation
ir-engine/etherealengine-archive,7894,Fix css for lightmap baking parameters | ## SummaryFixes the css padding which made it impossible to access most sampler settings in lightmap baker## Referencescloses #7853 Before:![plank-2023-04-13_12-19-02](https://user-images.githubusercontent.com/94419856/231861375-32883a09-a2e5-4f8e-b0bb-a0c144613f23.png)After:![plank-2023-04-13_12-16-33](https://user-images.githubusercontent.com/94419856/231861399-5ead397c-d94e-4ab9-aaa1-3ed7a9d7e283.png),C3,AF,L3,UPF,
j-shm/openxr-experimental-boundary,19,Fix modification so that the faces are correct | Objects arent current resetting and they dont keep their face,C4,AF,L4,GCE,Incorrect Calculation
j-shm/openxr-experimental-boundary,24,fix text overlapping on ui | text is overlapping with other text in the user interface this needs fixed,C4,AF,L3,UPF,
jbaicoianu/janusweb,193,"Billboarded objects aren't tracking the player properly | If a billboarded object is at any position other than (0, 0, 0) billboarding isn't working properly",C3,SD,L4,GCE,Incorrect Calculation
ju1ce/April-Tag-VR-FullBody-Tracker,62,Fix linux preview flicker and aspect ratio | Now draws the image every paint event even if it hasnt changed.Default preview size is now 640x480.The aspect ratio of the preview now updates consitently.,C1,RA,L5,ICFM,Pipeline Misordering
ju1ce/April-Tag-VR-FullBody-Tracker,64,"Some GUI fixes and changes | PR to fix some errors and inconsistencies in the GUI text:- Multicam calibration and lock camera height checkboxes should only be visible in calibration mode- PS eye API number is 2300, not 2500 as written in the helper text- Marker size must be written in meters, but text claims it is in centimeters- In some cases, two same warning messages appear when saving parameters- Calibration mode text aligns weirdly",C1,AF,L3,IIV,
ju1ce/April-Tag-VR-FullBody-Tracker,67,Fix to scale calibration | - Fixed scale resetting every time you grab the trackers during playspace calibration- Added a scale slider to manualy adjust or reset scale,C1,SD,L3,GCE,Incorrect Calculation
ju1ce/April-Tag-VR-FullBody-Tracker,137,"Wrong id text was fixed at waist trackers | last 2 are back (3, 4) was changed to:last 2 are back (2, 3)",C1,AF,L3,ICFM,Pipeline Misordering
knah/VRCMods,155,"[IKTweaks] 2012-08-23 update breaks calibration on world change | When changing worlds the floor level for calibration is set to viewport, leading to broken locomotion.Re-calibration or avatar change make the problem go away until next world change.",C5,SD,L5,ICFM,Pipeline Misordering
kurotu/VRCQuestTools,5,issues since recent changes | skin on quest side coming out diff colours like gold or green metallictoggles etc coming out wrong or not working at allnot asure whats causing this since ive used all these methods before with no problemsonly started happening recently,C5,AF,L3,ICFM,Scope Mismatch
leetvr/hotham,111,Inconsistency in positions between debugger and app | ## DescriptionsThere seems to be some drift between what appears in the headset and what appears in the debugger### In headset![image](https://user-images.githubusercontent.com/2022375/146713281-54bdc662-6b8d-4488-b8bb-68dfb3ed26d7.png)### In debugger![image](https://user-images.githubusercontent.com/2022375/146713330-7598479a-74dd-44f7-9ff2-a64728ee41e6.png)## TODO- [ ] Use Matrices everywhere.,C3,SD,L5,GCE,Incorrect Calculation
leetvr/hotham,179,"[Bug]: Simple scene hands don't move if only one controller is connected | ### What happened?Both hands seem stuck to the floor and do not receive position updates if only one Touch controller is connected. Once both are connected, the hands spring to life.### Version0.1.1 (Default)### In which Hotham component are you seeing the problem on?Example### What VR System are you seeing the problem on?Quest-2### What OS are you seeing the problem on?Windows### Relevant log output_No response_### Code ",C3,IC,L2,ICFM,Unbounded Loop
leetvr/hotham,232,Fix hands don't move when only one controller is connected. | Just skip hands with invalid spaces instead of returning early.Fixes #179.,C3,IC,L1,ICFM,Scope Mismatch
leetvr/hotham,262,Fix swizzled textures on desktop | ## What is this related to?Fixes #261## What changed?- Squisher attempts to swizzle textures into the most optimal format- This creates issues on desktop where we're using uncompressed textures- To resolve this we change the swizzle on the image view when using uncompressed textures## What is the overall impact?Scenes should look correct when using uncompressed textures.,C3,AF,L4,IAC,
leetvr/hotham,268,"[Bug] Extremely slow framerate when one UIPanel has an emoji and another does not | This was a weird one to track down. If you spawn two separate UIPanels, and in one you include an emoji in the text field, but the other you do not, then hotham turns into a slide show.This is the log output:```07-14 21:57:19.659  9587  9623 I RustStdoutStderr: [HOTHAM_DRAW_GUI] Done!07-14 21:57:19.668  9587  9623 I RustStdoutStderr: [HOTHAM_DRAW_GUI] Updating font texture..07-14 21:57:19.752  9587  9623 I RustSt",C3,RS,L3,TDI,
leetvr/hotham,278,Fix swizzling on desktop | This resolves #277. It turns out the issue was trivial. The blue channel (`normal.z`) was passed to the shader instead of the green channel (`normal.y`). I also took the liberty of changing the render debug mode for normals to render the computed normal instead of `inNormal.xy` or raw texture.### Normals before![Screenshot 2022-07-23 153527](https://user-images.githubusercontent.com/1162652/180607441-535acd95-6305-4f58-b180-332edb6865ce.png)### Normals after![Screensho,C3,RA,L4,GCE,Incorrect Calculation
leetvr/hotham,305,Simulator: Fix accumulation of mouse movement | * Remove influence of `dt `on mouse sensitivity.* Accumulate mouse events instead of overwriting.,C3,VF,L1,GCE,Incorrect Calculation
leetvr/hotham,311,Preventing keyboard inputs when window isn't focused | Fix: This is to address a bug in the simulator where winit is listening to keyboard inputs when window isn't focused.I've changed the winit event listening from device events to window events for keyboard inputsI also refactored the camera update functions to split them into separate functions for rotation and position updates..,C3,RS,L1,IAC,
leetvr/hotham,344,"Fix saber-grip offset | Have you noticed that the sabers move weirdly when you rotate the controllers? Well, I have and this PR fixes it by applying the rotation and translation in the correct order. I also threw in a stage transformation just for completeness.",C3,VF,L1,GCE,Incorrect Calculation
leetvr/hotham,374,"[Maintenance] Fix simulator camera | ## Background#372 introduced a bug where rotations are not set correctly (thanks *euler rotations*). At the same time I also noticed that the field of view for the simulator's camera is way off. It makes things look much smaller than they actually are, and the difference between putting your headset on VS using the simulator is very extreme.",C3,VF,L5,GCE,Incorrect Calculation
leetvr/hotham,375,"[Maintenance] Fix simulator camera | ## Background- Fixes rotations on the simulator camera- Decreases the field of view to be closer to what's seen inside the headset (the helmet is actually really, really big)",C3,VF,L5,GCE,Incorrect Calculation
leetvr/hotham,399,"Fix incorrect f0 term in fragment shader | ## What is this related to?Fixes #393## What changed?Fixed a bug in the fragment shader, extracted magic number to avoid future issues.## What is the overall impact?PBR shader now looks much more correct:### Before:![image](https://user-images.githubusercontent.com/2022375/197934093-40cb73fb-04b1-43fc-a9dc-b0f5236adeb5.png)### After:![image](https://user-images.githubusercontent.com/2022375/197934109-c8357ed4-88c3-438e-a258-0cc87ba89e8b.png)",C3,AF,L4,GCE,Incorrect Calculation
leetvr/hotham,402,Use float16 in fragment shader | ~Almost working as it should. There is a problem with specular highlight that I am trying to pin down at the moment.~~I also made a convenience thing for updating the pbr rendering tests if `UPDATE_IMAGES` env var is truthy. That might belong in a separate PR.~I have fixed several issues with the spotlights and I think this is starting to look good enough now. There is a difference with rendering reflections of spotlights on very shiny surfaces. The new code is m,C3,RA,L4,RLM,Improper Operation
leetvr/hotham,438,"Rasmusgo/floor plane | This adds a floor to the simple scene example and fixes the transform of the helmet.Incidentally, this also serves as a reproduction of https://github.com/leetvr/hotham/issues/434.![image](https://user-images.githubusercontent.com/1162652/230763156-f59872e5-93aa-416d-8f2f-62d11eeed1ed.png)",C3,SD,L4,RLM,Improper Operation
liyasthomas/lvr,2,Always black objects | Objects always appear in black texture.,C3,AF,L4,UPF,
madebywild/konterball,4,Browser UI interrupts VR experience | Browser UI is blocking the view on VR scene.Can you put meta tags that automatically hides browser UI on iOS and android?,C5,VF,L3,TDI,
marlon360/whiteboard-vr,4,"CSS change to fit dashboard in VR | Hi,You have an amazing product here and I wanted to contribute to it. I tried it out in VR and it's great, but I couldn't see the enter VR mode in certain view width of the browser. Hopefully, this can help.Before:<img width=""793"" alt=""Screen Shot 2020-07-09 at 12 45 52 PM"" src=""https://user-images.githubusercontent.com/14949325/87085048-11967a00-c1e4-11ea-99ab-024f642d4b0c.png"">After:<img width=""794"" alt=""Screen Shot 2020-07-09 at 12 46 39 PM"" src=""https://us",C5,AF,L3,UPF,
maxxfrazer/RealityUI,13,"Bad conversion in macOS | Hi, under mac OS (not catalyst) I experience problems with translation. It seems that the Y coordinates is reversed.I've made a quick and dirty test with RUISwitch scale 0.5, rotation 0, translation (0, 0.5, 0) and I have the button animation if I click between the middle and the bottom of the view while the button is drawn between the middle and the top.I've tried to replace the conversion by event.locationInWindow on the ""let touchInView ="" lines for macOS, it seems t",C4,SD,L1,IAC,
maxxfrazer/RealityUI,21,Invalid Rotations | Fix a bug where button and toggle parts would disappear due to animations with `rotation: .init()`.,C4,SD,L3,IIV,
mayognaise/aframe-mouse-cursor-component,25,"Fix double emission of `click` event on mobile | Not sure if I did everything right, but it works for me. Fixes #24.",C4,AF,L1,ICFM,Unbounded Loop
mcxr-org/MCXR,16,Can't see menu in-game (not about the Main menu) | The in-game menu doesn't show up. I'm not referring to the Main menu. I'm holding 'Y' button in Oculus Quest 2 controllers.It appears but then instantly disappears. ,C1,IC,L3,ICFM,Pipeline Misordering
mcxr-org/MCXR,17,"HP Reverb G2 not working | I tried playing on a HP Reverb G2. Sadly the controls don't seem to react in any way, neither does punching blocks do anything.Is this a known issue?",C1,RS,L1,IAC,
mcxr-org/MCXR,88,"[iris-fix branch] Reloading resource packs causes projection matrix issues | Running the iris-fix branch, if you add or remove a resource pack, the projection matrix used for translucent blocks, entities, and the UI becomes offset from where it should be, leading to the affected blocks/entities appearing warped and cut-off. This happens with iris installed even when shaders are disabled. Examples below are:- newly opened menu, hands, and pointer positioned in front of player, appears warped in b",C1,VF,L5,IAC,
microsoft/OpenXR-MixedReality,14,Enable alpha bit in projection layer to show transparent background i… | …n MRC.,C4,RA,L5,IIV,
microsoft/mixed-reality-extension-sdk,152,"movie player functional test tweaks | let's not place the movie screen 2/3 into the ground, please",C4,SD,L4,GCE,Incorrect Calculation
microsoft/mixed-reality-extension-sdk,225,"[SDK] LookAt, take 3 | This implements LookAt as an actor component. The component has three fields:- actorId: The actor to face toward.- mode: The LookAtMode (unchanged from before).- backward: Look away from the target rather than toward.Actors can face other actors, but can no longer face users. At least not directly. Facing a user is achieved by attaching an empty object to the user and looking at that instead.I chose to not support offset rotation. Offset rotation can be achieved by adding ",C4,SD,L1,UPF,
microsoft/mixed-reality-extension-sdk,243,"functional test polish | changed FT orientation to be visible without rotating space componentMade all items above ground (y>0) and in front of wall (z<0).added ground and wall geometrymoved everything to be within (or nearly within) the floor area.added lights to some scenes that were hard to seemoved menu to the wall, and stop/return buttons to the front",C4,SD,L4,UPF,
microsoft/mixed-reality-extension-unity,20,Fix reparenting | Steven noticed that reparenting wasn't working. This fixes that. FYI I coded it to preserve the child's local transform when reparenting.,C4,IC,L4,IAC,
microsoft/mixed-reality-extension-unity,38,"added rolloff start distance, and fixed testbed cursor position | Rolloff start distance - useful for having sounds that you want to be able to fill a large spacecursor position: changed from a 3d object that wasn't properly attached to camera to a 2d object",C4,SD,L3,IAC,
microsoft/mixed-reality-extension-unity,130,Jabenk/smallchanges | Small control extension in the Unity test bed for remote desktop where the mouse tracking does not work. Keys Q-Z move up-down and keys X-C rotate around Y-axis.,C4,IC,L1,ICFM,Scope Mismatch
microsoft/mixed-reality-extension-unity,228,Keep local transform when attaching/detaching | Prevents weird transform offsets when switching hats.,C4,SD,L2,ICFM,Pipeline Misordering
misyaguziya/VRCT,28,"Overlay (VR) Z-axis rotation problem | Problem: Z-axis rotation will take X-axis rotation value upon VRCT start up.  So the translation box will be tilted at the Z-axis, which shouldn't be.How to produce the problem: With Overlay (VR) set to Enabled. the overlay work correctly. If you set the X-axis rotation to any number, you can see the change on the screen correctly, example, if you set the X-axis to -45, you will see the translation box tilted upwards.  If you close VRCT completely and start",C5,SD,L4,GCE,Incorrect Calculation
mobfishgmbh/Cardboard-VR-Unity-SDK,60,Fix Editor test issue. | Fix Editor mockup vr not show.,C4,AF,L3,IAC,
mordentral/VRExpansionPlugin,9,Add potential fallback when not vrchar | We have a non vrcharacter base spectator pawn. It has a component heirarchy similar to the epic doc [example](https://docs.unrealengine.com/Images/SharingAndReleasing/XRDevelopment/VR/DevelopVR/MotionController/Finshed_MC_Setup.webp)To snap/smooth turn we set relative rotation on the VRRoot component which then makes stereo widgets render incorrectly in headset.Added this fix in our project to work around it which seems like it might be a reasonable defau,C4,VF,L4,ICFM,Scope Mismatch
mozilla/webxr-polyfill,59,fixed canvas size and resolution | fix webgl canvas size when screen resizes.,C1,SD,L5,ICFM,Pipeline Misordering
mtwoodard/hypVR-Ray,1,"calcMaxSteps can produce weird results | When I first load, I get high quality, then it morphs to low quality. Chrome may be attempting to optimize the refresh rate, which slows the FPS, which affects the calculation for max steps in a negative way.Anyway, if I set the maxSteps to a higher value, I can render smoothly with better results, so the heuristic needs to be improved.",C2,RA,L5,GCE,Incorrect Calculation
musehq/spacesvr,57,"Improve VR controller | After experimenting with SpacesVR and playing around with some websites like https://muse.place, I noticed the VR controllers weren't working as expected. Some of the issues I found (video below): - Controllers didn't ""follow"" the user. - Smooth Turn is known for causing motion sickness. Snap Turn is a better default option.https://user-images.githubusercontent.com/5553483/123548746-06728c00-d75e-11eb-8564-d525394e696e.mp4I took a stab at it and what I thought would be a ",C3,VF,L1,IAC,
musehq/spacesvr,71,Bug Fixes + Tweaks | - fix velocity and position set in `usePlayer` hook- fix offset crosshair on safari when banner comes up- fix landscape mode on notched mobile devices- tweak crosshair visual: add inset shadow for contrast,C3,SD,L3,UPF,
musehq/spacesvr,136,"v2.6.1 | - set renderOrder to 2 for all text components to fix flickering text- reduce threshold for using bvh to 50 tris- lower interactable frequency rate to 17- use bvh's firstHitOnly option to speed up raycasts- add bobbing to tools while walking, controllable with the new `bobStrength` prop- unmount tool when not visible- overhaul `HUD` placement of tools to move much tighter and fix glitches- add width prop to `Button` idea to set a definite width- resize `Key` idea- fix walkie talkie tool",C3,RA,L3,GCE,Incorrect Calculation
musehq/spacesvr,138,v2.6.3 | - fix placeholder not showing up on first render- fix cursor at initial pos moving to the back- fix squished camera output,C3,VF,L3,ICFM,Pipeline Misordering
musehq/spacesvr,141,"v2.7.0 | - reduce blue tones in LostFloor- fix reset check for `Collidable` Modifier- fix `Button` idea's `maxWidth` prop- reduce some RoundedBoxes to a smoothness of 6- enable `physicallyCorrectLights` by default, fix any local lights- disable toneMapping by default- increase desktop raycast far dist to 3 on desktop, 5 on mobile- increase default camera far to 300 from 150- overhaul `Camera Tool`, improve performance",C3,AF,L5,RLM,Improper Initialization
musehq/spacesvr,142,v2.7.1 | - add new `Dialogue` ux idea- stop camera from opening while typing- increase fov range on `Camera Tool`- fix locked camera while typing- reduce mobile draggable sensitivity,C3,AF,L5,IIV,
musehq/spacesvr,161,"Misc Fixes | - look at text input when you select it on mobile- add disable draggable prop for tool modifier- kill the bottom up swipe for tools, constrain tool edge swipe to top half of screen- fix chrome mobile input locking controls- fix touchfps camera hook deps",C3,AF,L1,ICFM,Scope Mismatch
musehq/spacesvr,162,"v2.10.4 | - look at text input when you select it on mobile- add disable draggable prop for tool modifier- kill the bottom up swipe for tools, constrain tool edge swipe to top half of screen- fix chrome mobile input locking controls- fix touchfps camera hook deps",C3,AF,L3,ICFM,Scope Mismatch
musehq/spacesvr,173,v2.12.1 | - fix pointer events for tool switch overlay- fix logic for opening tool switch overlay that got it stuck open,C3,AF,L3,RLM,Improper Shutdown
n5ro/aframe-physics-system,49,"Possible debug UI wireframe issue: cones | Hi!I am enjoying debugging `aframe-physics-system` with the `debug` option set to true so I can see the wireframes.However, the cone wireframes seem inverted, even though the physics system is actually reading the real geometry, not the wireframe geometry.  It's possible that just the wireframe is inverted by accident?For reference:<img width=""1280"" alt=""screen shot 2017-07-31 at 2 15 12 pm"" src=""https://user-images.githubusercontent.com/699840/28791560",C4,AF,L4,GCE,Incorrect Calculation
