repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
Samsung/GearVRf,884,RA,RA,SD,RA,RA,RA,GCE,GCE,GCE,RLM,IIV,GCE,L5,L5,L5,L5,L5,L5
Samsung/GearVRf,1181,RA,RA,RA,RA,RA,RA,IAC,IAC,IAC,IAC,IAC,IAC,L4,L5,L5,L5,L5,L5
Samsung/GearVRf,1355,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
Samsung/GearVRf,1415,RA,RA,RA,RA,RA,RA,IIV,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
Samsung/GearVRf,1444,RA,AF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L5,L5,L5,L5,L5
Samsung/GearVRf,1550,AF,VF,RA,AF,AF,AF,TDI,TDI,TDI,TDI,UPF,TDI,L3,L3,L3,L3,L3,L3
Samsung/GearVRf,1553,RS,RS,RS,RS,AF,RS,IAC,UPF,GCE,IAC,IAC,IAC,L5,L5,L5,L5,L1,L5
Samsung/GearVRf,1668,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
Samsung/GearVRf,1875,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
Samsung/GearVRf,1899,SD,SD,SD,SD,RA,SD,RLM,IIV,RLM,IIV,RLM,RLM,L4,L4,L4,L4,L4,L4
SlimeVR/SlimeVR-Rust,204,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L5,L1,L3
SlimeVR/SlimeVR-Server,5,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,TDI,RLM,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,22,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L2,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,206,SD,SD,RS,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,352,SD,SD,SD,IC,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,406,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L2,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,467,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,492,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,567,AF,AF,AF,RS,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L5,L3,L3
SlimeVR/SlimeVR-Server,568,AF,AF,AF,AF,AF,AF,IIV,TDI,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,569,VF,VF,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,571,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,602,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L2,L4,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,651,SD,SD,SD,RS,SD,SD,IIV,GCE,IIV,IIV,IIV,IIV,L3,L2,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,657,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,660,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,744,AF,AF,AF,AF,AF,AF,UPF,ICFM,IAC,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,804,AF,SD,SD,SD,SD,SD,TDI,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L1,L4
SlimeVR/SlimeVR-Server,810,SD,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,873,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L5,L3
SlimeVR/SlimeVR-Server,967,IC,IC,IC,IC,IC,IC,GCE,TDI,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,1014,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L2,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,1052,RA,RA,IC,IC,RA,RA,UPF,RLM,UPF,UPF,IIV,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1075,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1077,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1103,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L4,L3,L3,L3
SlimeVR/SlimeVR-Server,1105,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1107,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L2,L2,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1108,AF,VF,AF,AF,AF,AF,UPF,UPF,UPF,GCE,ICFM,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1120,VF,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1138,SD,SD,SD,SD,SD,SD,IIV,UPF,ICFM,ICFM,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1170,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1179,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IIV,IAC,IAC,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1180,AF,AF,AF,AF,AF,AF,RLM,RLM,IAC,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1191,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1243,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,IIV,GCE,L2,L2,L2,L2,L1,L2
SlimeVR/SlimeVR-Server,1294,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1352,AF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,1383,SD,SD,SD,SD,SD,SD,ICFM,IIV,IIV,IIV,IIV,IIV,L2,L2,L2,L2,L2,L2
SlimeVR/SlimeVR-Server,1410,AF,IC,AF,AF,IC,AF,IIV,IIV,IIV,RLM,IIV,IIV,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1449,SD,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
SlimeVR/SlimeVR-Server,1503,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,122,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,138,RA,RA,RA,RA,RA,RA,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
StereoKit/StereoKit,204,IC,IC,IC,IC,IC,IC,TDI,IIV,IIV,IIV,IIV,IIV,L1,L3,L1,L1,L1,L1
StereoKit/StereoKit,240,SD,SD,SD,VF,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
StereoKit/StereoKit,248,SD,SD,AF,SD,SD,SD,GCE,RLM,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,274,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L2,L3,L3,L3,L3,L3
StereoKit/StereoKit,399,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
StereoKit/StereoKit,425,VF,VF,VF,VF,VF,VF,GCE,GCE,IIV,GCE,TDI,GCE,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,440,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,448,SD,SD,SD,SD,SD,SD,IAC,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,540,AF,AF,AF,AF,VF,AF,IAC,ICFM,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,552,IC,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L4,L3,L3,L3,L3,L3
StereoKit/StereoKit,567,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
StereoKit/StereoKit,571,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,583,SD,SD,AF,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L1,L3,L3,L3
StereoKit/StereoKit,594,VF,VF,VF,VF,VF,VF,TDI,IAC,TDI,TDI,TDI,TDI,L5,L1,L5,L5,L5,L5
StereoKit/StereoKit,599,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,715,IC,IC,RS,IC,IC,IC,RLM,ICFM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
StereoKit/StereoKit,773,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,791,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,RLM,UPF,L3,L3,L3,L4,L3,L3
StereoKit/StereoKit,795,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,817,VF,VF,VF,VF,SD,VF,GCE,GCE,GCE,GCE,RLM,GCE,L5,L5,L5,L5,L5,L5
StereoKit/StereoKit,826,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,TDI,GCE,GCE,L3,L3,L3,L2,L3,L3
StereoKit/StereoKit,860,RA,IC,RA,RA,RA,RA,IAC,IAC,IAC,IAC,IAC,IAC,L5,L2,L5,L5,L5,L5
StereoKit/StereoKit,894,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,IIV,RLM,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,899,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,ICFM,RLM,L2,L2,L2,L2,L2,L2
StereoKit/StereoKit,920,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,TDI,UPF,UPF,L1,L1,L1,L2,L5,L1
StereoKit/StereoKit,972,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,1010,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,1021,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,RLM,ICFM,L3,L3,L3,L3,L1,L3
StereoKit/StereoKit,1039,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
StereoKit/StereoKit,1059,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
StereoKit/StereoKit,1082,AF,IC,AF,IC,AF,AF,ICFM,GCE,ICFM,ICFM,ICFM,ICFM,L2,L2,L2,L2,L2,L2
StereoKit/StereoKit,1093,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L5,L3,L3,L1,L3
StereoKit/StereoKit,1094,AF,AF,AF,SD,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,1102,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,ICFM,GCE,GCE,L5,L5,L2,L5,L5,L5
StereoKit/StereoKit,1131,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,1150,SD,SD,RA,SD,SD,SD,GCE,GCE,GCE,RLM,GCE,GCE,L3,L3,L3,L3,L3,L3
StereoKit/StereoKit,1225,IC,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
StereoKit/StereoKit,1247,RA,SD,SD,SD,SD,SD,UPF,GCE,GCE,GCE,GCE,GCE,L5,L2,L5,L5,L5,L5
StereoKit/StereoKit,1248,IC,AF,AF,AF,VF,AF,GCE,UPF,GCE,IIV,GCE,GCE,L2,L2,L2,L2,L2,L2
StereoKit/StereoKit,1277,VF,VF,VF,VF,VF,VF,UPF,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
Supreeeme/xrizer,21,VF,AF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
Supreeeme/xrizer,66,VF,VF,VF,VF,VF,VF,UPF,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
Supreeeme/xrizer,98,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
Supreeeme/xrizer,105,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
Supreeeme/xrizer,108,IC,IC,IC,IC,AF,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L5,L1
Supreeeme/xrizer,146,IC,IC,IC,RS,IC,IC,RLM,RLM,RLM,RLM,IAC,RLM,L1,L1,L1,L1,L1,L1
Supreeeme/xrizer,150,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
Supreeeme/xrizer,164,RS,RS,RS,RS,RS,RS,TDI,TDI,TDI,TDI,GCE,TDI,L5,L5,L5,L5,L4,L5
TheNexusAvenger/Nexus-VR-Character-Model,35,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,ICFM,RLM,RLM,L4,L2,L2,L2,L2,L2
TomorrowTodayLabs/NewtonVR,73,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,UPF,GCE,GCE,L4,L1,L1,L1,L1,L1
Unity-Technologies/EditorXR,4,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L2,L4,L4,L4,L4,L4
Unity-Technologies/EditorXR,34,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L4,L3,L3,L3,L3
Unity-Technologies/EditorXR,70,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,86,RA,SD,SD,SD,SD,SD,UPF,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
Unity-Technologies/EditorXR,110,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,131,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,156,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
Unity-Technologies/EditorXR,165,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,166,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L5,L3,L3,L3
Unity-Technologies/EditorXR,242,IC,RS,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L3,L1,L1
Unity-Technologies/EditorXR,248,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,252,SD,SD,SD,SD,SD,SD,RLM,ICFM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,286,SD,SD,SD,SD,SD,SD,RLM,TDI,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
Unity-Technologies/EditorXR,291,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,327,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L2,L3,L3,L3,L3
Unity-Technologies/EditorXR,328,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
Unity-Technologies/EditorXR,331,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,344,VF,VF,VF,IC,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
Unity-Technologies/EditorXR,371,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L4,L3,L3,L3,L3
Unity-Technologies/EditorXR,372,RA,RA,RA,RA,VF,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
Unity-Technologies/EditorXR,376,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,389,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,409,AF,AF,AF,AF,AF,AF,IIV,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,411,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
Unity-Technologies/EditorXR,418,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,IAC,ICFM,ICFM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,432,IC,IC,IC,RS,IC,IC,RLM,TDI,RLM,RLM,RLM,RLM,L3,L2,L3,L3,L3,L3
Unity-Technologies/EditorXR,442,VF,VF,VF,VF,VF,VF,UPF,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
Unity-Technologies/EditorXR,445,SD,RA,SD,SD,RA,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L2,L4
Unity-Technologies/EditorXR,487,RS,AF,RS,RS,RS,RS,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L4,L5,L5,L5
Unity-Technologies/EditorXR,509,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,511,SD,SD,SD,AF,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
Unity-Technologies/EditorXR,514,VF,AF,RS,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
Unity-Technologies/EditorXR,515,AF,AF,AF,RA,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,517,SD,SD,SD,SD,SD,SD,GCE,ICFM,TDI,ICFM,GCE,ICFM,L3,L3,L3,L3,L3,L3
Unity-Technologies/EditorXR,520,VF,VF,VF,VF,AF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L3,L1
Unity-Technologies/EditorXR,524,SD,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
Unity-Technologies/EditorXR,550,IC,IC,IC,IC,IC,IC,TDI,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
Unity-Technologies/probuilder-vr,18,VF,VF,VF,VF,VF,VF,TDI,ICFM,RLM,RLM,IIV,RLM,L5,L5,L5,L5,L4,L5
Unity-Technologies/probuilder-vr,26,VF,SD,SD,SD,RA,SD,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L5,L1,L1,L1
Unity-Technologies/probuilder-vr,32,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
V-Sekai/v-sekai-game,348,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IAC,IIV,L5,L5,L5,L5,L5,L5
V-Sekai/v-sekai-game,349,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L4,L5
VRCBilliards/vrcbce,28,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
VRCBilliards/vrcbce,53,AF,AF,AF,AF,AF,AF,UPF,GCE,UPF,UPF,UPF,UPF,L3,L3,L3,L1,L3,L3
VRCBilliards/vrcbce,73,VF,VF,RS,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
VRCBilliards/vrcbce,85,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
VRCFury/VRCFury,153,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L5,L3,L3,L3,L3
VRCFury/VRCFury,176,IC,IC,IC,SD,IC,IC,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
VRCFury/VRCFury,236,SD,SD,SD,SD,SD,SD,RLM,RLM,TDI,RLM,RLM,RLM,L3,L3,L1,L3,L3,L3
VRCFury/VRCFury,247,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L3,L3,L3,L3,L3
VRCFury/VRCFury,279,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L2,L2,L2,L2,L2,L2
VRMADA/ultimatexr-unity,11,SD,SD,SD,SD,SD,SD,GCE,IAC,GCE,GCE,GCE,GCE,L2,L4,L2,L2,L2,L2
VRMADA/ultimatexr-unity,27,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,UPF,IAC,L4,L1,L1,L1,L1,L1
VRMADA/ultimatexr-unity,56,IC,AF,IC,IC,IC,IC,ICFM,ICFM,TDI,ICFM,ICFM,ICFM,L5,L1,L1,L1,L1,L1
VRMADA/ultimatexr-unity,57,AF,SD,SD,SD,SD,SD,TDI,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
ValveSoftware/steam-audio,323,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
ValveSoftware/steam-audio,458,VF,SD,VF,SD,RS,SD,IAC,IAC,IAC,IAC,TDI,IAC,L4,L4,L4,L4,L4,L4
ValveSoftware/steamvr_unreal_plugin,11,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ValveSoftware/steamvr_unreal_plugin,12,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L4,L1,L4,L1,L1
ViveSoftware/ViveInputUtility-Unity,16,IC,SD,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
ViveSoftware/ViveInputUtility-Unity,28,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ViveSoftware/ViveInputUtility-Unity,90,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L5,L1,L1,L1,L1,L1
ViveSoftware/ViveInputUtility-Unity,91,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L4,L1,L1,L1,L1
ViveSoftware/ViveInputUtility-Unity,95,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
ViveSoftware/ViveInputUtility-Unity,104,SD,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
ViveSoftware/ViveInputUtility-Unity,110,SD,SD,SD,SD,SD,SD,GCE,TDI,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
ViveSoftware/ViveInputUtility-Unity,114,IC,IC,IC,IC,IC,IC,GCE,GCE,ICFM,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
ViveSoftware/ViveInputUtility-Unity,170,SD,RS,SD,SD,SD,SD,GCE,IAC,RLM,ICFM,ICFM,ICFM,L2,L2,L4,L2,L2,L2
Vivero/Kerbal-VR,77,AF,AF,RA,AF,AF,AF,IIV,IIV,IAC,IIV,IIV,IIV,L2,L2,L2,L2,L2,L2
XRTK/com.xrtk.core,221,AF,AF,AF,AF,AF,AF,IIV,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
XRTK/com.xrtk.core,233,AF,AF,AF,AF,AF,AF,IIV,IIV,TDI,IIV,IIV,IIV,L3,L2,L2,L2,L2,L2
XRTK/com.xrtk.core,371,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
